trimmed_name,video_base,camera,t_start_sec_x,t_end_sec_x,activity_label
trimmed_columpios_cam4-2024-12-16_20-39-00_00-00-16_to_00-00-20_924.mp4,columpios_cam4-2024-12-16_20-39-00.mp4,columpios_cam4,16.417,20.417,Transit
trimmed_columpios_cam4-2024-12-16_20-39-00_00-00-10_to_00-00-14_925.mp4,columpios_cam4-2024-12-16_20-39-00.mp4,columpios_cam4,10.25,14.25,Transit
trimmed_columpios_cam4-2024-12-16_20-39-00_00-00-10_to_00-00-14_925.mp4,columpios_cam4-2024-12-16_20-39-00.mp4,columpios_cam4,10.25,14.25,Transit
trimmed_columpios_cam4-2024-11-17_17_43_08_00-00-08_to_00-00-12_926.mp4,columpios_cam4-2024-11-17 17:43:08.mp4,columpios_cam4,8.167,12.167,Transit
trimmed_columpios_cam4-2024-11-17_17_43_08_00-00-08_to_00-00-12_926.mp4,columpios_cam4-2024-11-17 17:43:08.mp4,columpios_cam4,8.167,12.167,Transit
trimmed_columpioscam2-2024-10-03_11_44_17_00-00-05_to_00-00-09_928.mp4,columpioscam2-2024-10-03 11:44:17.mp4,columpioscam2,4.667,8.667,Transit
trimmed_columpioscam2-2024-10-03_11_44_17_00-00-05_to_00-00-09_928.mp4,columpioscam2-2024-10-03 11:44:17.mp4,columpioscam2,4.667,8.667,Transit
trimmed_columpioscam1-2024-11-14_16_58_41_00-00-06_to_00-00-10_929.mp4,columpioscam1-2024-11-14 16:58:41.mp4,columpioscam1,6.083,10.083,Transit
trimmed_columpioscam1-2024-11-17_17_31_25_00-00-08_to_00-00-12_931.mp4,columpioscam1-2024-11-17 17:31:25.mp4,columpioscam1,7.667,11.667,Social_People
trimmed_columpioscam1-2024-11-17_13_33_06_00-00-06_to_00-00-10_932.mp4,columpioscam1-2024-11-17 13:33:06.mp4,columpioscam1,5.667,9.667,Transit
trimmed_columpios_cam4-2024-11-13_20_15_46_00-00-04_to_00-00-08_933.mp4,columpios_cam4-2024-11-13 20:15:46.mp4,columpios_cam4,4.0,8.0,Play_Object_Normal
trimmed_columpioscam3-2024-11-17_13_51_17_00-00-06_to_00-00-10_934.mp4,columpioscam3-2024-11-17 13:51:17.mp4,columpioscam3,6.0,10.0,Transit
trimmed_columpioscam3-2024-11-17_13_51_17_00-00-06_to_00-00-10_934.mp4,columpioscam3-2024-11-17 13:51:17.mp4,columpioscam3,6.0,10.0,Transit
trimmed_columpioscam2-2024-09-25_17_30_35_00-00-04_to_00-00-08_935.mp4,columpioscam2-2024-09-25 17:30:35.mp4,columpioscam2,4.0,8.0,Social_People
trimmed_columpioscam2-2024-09-25_17_30_35_00-00-04_to_00-00-08_935.mp4,columpioscam2-2024-09-25 17:30:35.mp4,columpioscam2,4.0,8.0,Social_People
trimmed_columpioscam1-2024-11-20_18_22_35_00-00-05_to_00-00-09_936.mp4,columpioscam1-2024-11-20 18:22:35.mp4,columpioscam1,5.083,9.083,Play_Object_Normal
trimmed_columpios_cam4-2024-12-13_11-38-00_00-00-15_to_00-00-19_937.mp4,columpios_cam4-2024-12-13_11-38-00.mp4,columpios_cam4,14.667,18.667,Transit
trimmed_columpios_cam4-2024-12-13_11-38-00_00-00-15_to_00-00-19_937.mp4,columpios_cam4-2024-12-13_11-38-00.mp4,columpios_cam4,14.667,18.667,Transit
trimmed_columpios_cam4-2024-12-13_11-38-00_00-00-05_to_00-00-09_938.mp4,columpios_cam4-2024-12-13_11-38-00.mp4,columpios_cam4,4.667,8.667,Transit
trimmed_columpios_cam4-2024-12-13_11-38-00_00-00-05_to_00-00-09_938.mp4,columpios_cam4-2024-12-13_11-38-00.mp4,columpios_cam4,4.667,8.667,Transit
trimmed_columpioscam1-2024-11-11_18_56_16_00-00-12_to_00-00-16_939.mp4,columpioscam1-2024-11-11 18:56:16.mp4,columpioscam1,12.0,16.0,Transit
trimmed_columpioscam1-2024-11-11_18_56_16_00-00-12_to_00-00-16_939.mp4,columpioscam1-2024-11-11 18:56:16.mp4,columpioscam1,12.0,16.0,Transit
trimmed_columpioscam1-2024-11-11_18_56_16_00-00-08_to_00-00-12_940.mp4,columpioscam1-2024-11-11 18:56:16.mp4,columpioscam1,8.083,12.083,Transit
trimmed_columpioscam1-2024-11-11_18_56_16_00-00-08_to_00-00-12_940.mp4,columpioscam1-2024-11-11 18:56:16.mp4,columpioscam1,8.083,12.083,Transit
trimmed_columpioscam3-2024-09-25_20_13_30_00-00-07_to_00-00-11_941.mp4,columpioscam3-2024-09-25 20:13:30.mp4,columpioscam3,6.583,10.583,Transit
trimmed_columpioscam1-2024-11-14_20_12_53_00-00-04_to_00-00-08_942.mp4,columpioscam1-2024-11-14 20:12:53.mp4,columpioscam1,3.917,7.917,Transit
trimmed_columpioscam3-2024-11-16_17_24_53_00-00-06_to_00-00-10_943.mp4,columpioscam3-2024-11-16 17:24:53.mp4,columpioscam3,6.25,10.25,Social_People
trimmed_columpios_cam4-2024-10-03_15_41_11_00-00-05_to_00-00-09_945.mp4,columpios_cam4-2024-10-03 15:41:11.mp4,columpios_cam4,4.667,8.667,Transit
trimmed_columpioscam1-2024-11-12_20_45_43_00-00-05_to_00-00-09_946.mp4,columpioscam1-2024-11-12 20:45:43.mp4,columpioscam1,5.417,9.417,Transit
trimmed_columpios_cam4-2024-12-14_22-09-00_00-00-08_to_00-00-12_947.mp4,columpios_cam4-2024-12-14_22-09-00.mp4,columpios_cam4,7.833,11.833,Transit
trimmed_columpios_cam4-2024-12-14_22-09-00_00-00-08_to_00-00-12_947.mp4,columpios_cam4-2024-12-14_22-09-00.mp4,columpios_cam4,7.833,11.833,Transit
trimmed_columpioscam1-2024-11-17_21_02_59_00-00-04_to_00-00-08_949.mp4,columpioscam1-2024-11-17 21:02:59.mp4,columpioscam1,4.25,8.25,Social_People
trimmed_columpioscam1-2024-11-17_21_02_59_00-00-04_to_00-00-08_949.mp4,columpioscam1-2024-11-17 21:02:59.mp4,columpioscam1,4.25,8.25,Social_People
trimmed_columpioscam1-2024-11-17_21_02_59_00-00-09_to_00-00-13_950.mp4,columpioscam1-2024-11-17 21:02:59.mp4,columpioscam1,8.833,12.833,Social_People
trimmed_columpioscam1-2024-11-17_21_02_59_00-00-09_to_00-00-13_950.mp4,columpioscam1-2024-11-17 21:02:59.mp4,columpioscam1,8.833,12.833,Social_People
trimmed_columpioscam2-2024-11-17_19_41_15_00-00-06_to_00-00-10_951.mp4,columpioscam2-2024-11-17 19:41:15.mp4,columpioscam2,6.5,10.5,Play_Object_Normal
trimmed_columpioscam3-2024-10-22_18_42_18_00-00-07_to_00-00-11_952.mp4,columpioscam3-2024-10-22 18:42:18.mp4,columpioscam3,7.083,11.083,Transit
trimmed_columpios_cam4-2024-12-17_19_30_22_00-00-06_to_00-00-10_954.mp4,columpios_cam4-2024-12-17 19:30:22.mp4,columpios_cam4,5.583,9.583,Transit
trimmed_columpios_cam4-2024-12-17_19_30_22_00-00-06_to_00-00-10_954.mp4,columpios_cam4-2024-12-17 19:30:22.mp4,columpios_cam4,5.583,9.583,Transit
trimmed_columpioscam2-2024-09-25_20_46_44_00-00-04_to_00-00-08_955.mp4,columpioscam2-2024-09-25 20:46:44.mp4,columpioscam2,3.917,7.917,Play_Object_Normal
trimmed_columpioscam2-2024-11-16_19_35_13_00-00-05_to_00-00-09_956.mp4,columpioscam2-2024-11-16 19:35:13.mp4,columpioscam2,4.833,8.833,Play_Object_Normal
trimmed_columpioscam2-2024-11-16_19_35_13_00-00-05_to_00-00-09_956.mp4,columpioscam2-2024-11-16 19:35:13.mp4,columpioscam2,4.833,8.833,Play_Object_Normal
trimmed_columpioscam3-2024-10-03_16_02_53_00-00-04_to_00-00-08_957.mp4,columpioscam3-2024-10-03 16:02:53.mp4,columpioscam3,3.917,7.917,Transit
trimmed_columpioscam3-2024-10-03_16_02_53_00-00-04_to_00-00-08_957.mp4,columpioscam3-2024-10-03 16:02:53.mp4,columpioscam3,3.917,7.917,Transit
trimmed_columpioscam1-2024-11-17_17_05_28_00-00-08_to_00-00-12_958.mp4,columpioscam1-2024-11-17 17:05:28.mp4,columpioscam1,8.167,12.167,Social_People
trimmed_columpioscam1-2024-11-17_17_05_28_00-00-08_to_00-00-12_958.mp4,columpioscam1-2024-11-17 17:05:28.mp4,columpioscam1,8.167,12.167,Social_People
trimmed_columpioscam1-2024-11-17_17_05_28_00-00-04_to_00-00-08_959.mp4,columpioscam1-2024-11-17 17:05:28.mp4,columpioscam1,4.25,8.25,Social_People
trimmed_columpioscam1-2024-11-17_17_05_28_00-00-04_to_00-00-08_959.mp4,columpioscam1-2024-11-17 17:05:28.mp4,columpioscam1,4.25,8.25,Social_People
trimmed_columpios_cam4-2024-11-11_20_26_40_00-00-07_to_00-00-11_960.mp4,columpios_cam4-2024-11-11 20:26:40.mp4,columpios_cam4,6.667,10.667,Transit
trimmed_columpioscam2-2024-11-14_19_26_15_00-00-06_to_00-00-10_961.mp4,columpioscam2-2024-11-14 19:26:15.mp4,columpioscam2,5.75,9.75,Play_Object_Normal
trimmed_columpios_cam4-2024-12-13_18-43-00_00-00-11_to_00-00-15_962.mp4,columpios_cam4-2024-12-13_18-43-00.mp4,columpios_cam4,11.417,15.417,Transit
trimmed_columpios_cam4-2024-12-13_18-43-00_00-00-11_to_00-00-15_962.mp4,columpios_cam4-2024-12-13_18-43-00.mp4,columpios_cam4,11.417,15.417,Transit
trimmed_columpios_cam4-2024-12-13_18-43-00_00-00-16_to_00-00-20_963.mp4,columpios_cam4-2024-12-13_18-43-00.mp4,columpios_cam4,16.25,20.25,Transit
trimmed_columpios_cam4-2024-12-13_18-43-00_00-00-16_to_00-00-20_963.mp4,columpios_cam4-2024-12-13_18-43-00.mp4,columpios_cam4,16.25,20.25,Transit
trimmed_columpioscam3-2024-09-25_18_24_26_00-00-23_to_00-00-27_964.mp4,columpioscam3-2024-09-25 18:24:26.mp4,columpioscam3,22.833,26.833,Transit
trimmed_columpioscam3-2024-09-25_18_24_26_00-00-23_to_00-00-27_964.mp4,columpioscam3-2024-09-25 18:24:26.mp4,columpioscam3,22.833,26.833,Transit
trimmed_columpioscam1-2024-10-03_19_10_40_00-00-04_to_00-00-08_966.mp4,columpioscam1-2024-10-03 19:10:40.mp4,columpioscam1,4.333,8.333,Social_People
trimmed_columpioscam1-2024-10-03_19_10_40_00-00-04_to_00-00-08_966.mp4,columpioscam1-2024-10-03 19:10:40.mp4,columpioscam1,4.333,8.333,Social_People
trimmed_columpios_cam4-2024-09-28_19_07_47_00-00-06_to_00-00-10_967.mp4,columpios_cam4-2024-09-28 19:07:47.mp4,columpios_cam4,5.5,9.5,Transit
trimmed_columpioscam2-2024-12-17_20_19_09_00-00-05_to_00-00-09_968.mp4,columpioscam2-2024-12-17 20:19:09.mp4,columpioscam2,5.333,9.333,Transit
trimmed_columpioscam3-2024-11-14_19_14_30_00-00-05_to_00-00-09_969.mp4,columpioscam3-2024-11-14 19:14:30.mp4,columpioscam3,5.333,9.333,Transit
trimmed_columpioscam3-2024-11-14_19_14_30_00-00-05_to_00-00-09_969.mp4,columpioscam3-2024-11-14 19:14:30.mp4,columpioscam3,5.333,9.333,Transit
trimmed_columpioscam3-2024-11-13_08_19_14_00-00-07_to_00-00-11_971.mp4,columpioscam3-2024-11-13 08:19:14.mp4,columpioscam3,6.667,10.667,Transit
trimmed_columpioscam3-2025-01-07_09-01-32_00-00-08_to_00-00-12_973.mp4,columpioscam3-2025-01-07_09-01-32.mp4,columpioscam3,8.0,12.0,Transit
trimmed_columpioscam3-2025-01-07_09-01-32_00-00-08_to_00-00-12_973.mp4,columpioscam3-2025-01-07_09-01-32.mp4,columpioscam3,8.0,12.0,Transit
trimmed_columpioscam3-2025-01-07_09-01-32_00-00-04_to_00-00-08_974.mp4,columpioscam3-2025-01-07_09-01-32.mp4,columpioscam3,4.083,8.083,Transit
trimmed_columpioscam3-2025-01-07_09-01-32_00-00-04_to_00-00-08_974.mp4,columpioscam3-2025-01-07_09-01-32.mp4,columpioscam3,4.083,8.083,Transit
trimmed_columpioscam2-2024-09-25_22_06_53_00-00-04_to_00-00-08_975.mp4,columpioscam2-2024-09-25 22:06:53.mp4,columpioscam2,3.917,7.917,Play_Object_Normal
trimmed_columpioscam1-2024-10-22_18_56_19_00-00-10_to_00-00-14_976.mp4,columpioscam1-2024-10-22 18:56:19.mp4,columpioscam1,10.417,14.417,Social_People
trimmed_columpioscam2-2024-11-14_18_31_17_00-00-08_to_00-00-12_978.mp4,columpioscam2-2024-11-14 18:31:17.mp4,columpioscam2,7.917,11.917,Transit
trimmed_columpioscam2-2024-11-14_18_31_17_00-00-08_to_00-00-12_978.mp4,columpioscam2-2024-11-14 18:31:17.mp4,columpioscam2,7.917,11.917,Transit
trimmed_columpioscam3-2024-12-15_21-09-00_00-00-11_to_00-00-15_980.mp4,columpioscam3-2024-12-15_21-09-00.mp4,columpioscam3,10.75,14.75,Social_People
trimmed_columpioscam1-2024-11-14_19_20_55_00-00-12_to_00-00-16_982.mp4,columpioscam1-2024-11-14 19:20:55.mp4,columpioscam1,11.5,15.5,Transit
trimmed_columpioscam2-2024-10-22_19_19_47_00-00-04_to_00-00-08_984.mp4,columpioscam2-2024-10-22 19:19:47.mp4,columpioscam2,4.167,8.167,Transit
trimmed_columpioscam1-2024-11-20_18_47_21_00-00-06_to_00-00-10_988.mp4,columpioscam1-2024-11-20 18:47:21.mp4,columpioscam1,5.917,9.917,Social_People
trimmed_columpioscam1-2024-11-20_18_47_21_00-00-06_to_00-00-10_988.mp4,columpioscam1-2024-11-20 18:47:21.mp4,columpioscam1,5.917,9.917,Social_People
trimmed_columpioscam3-2024-11-12_18_49_08_00-00-05_to_00-00-09_991.mp4,columpioscam3-2024-11-12 18:49:08.mp4,columpioscam3,5.333,9.333,Transit
trimmed_columpioscam1-2024-10-24_17_35_40_00-00-17_to_00-00-21_993.mp4,columpioscam1-2024-10-24 17:35:40.mp4,columpioscam1,16.667,20.667,Social_People
trimmed_columpioscam1-2024-10-24_17_35_40_00-00-17_to_00-00-21_993.mp4,columpioscam1-2024-10-24 17:35:40.mp4,columpioscam1,16.667,20.667,Social_People
trimmed_columpioscam3-2025-01-06_14-16-04_00-00-19_to_00-00-23_994.mp4,columpioscam3-2025-01-06_14-16-04.mp4,columpioscam3,19.333,23.333,Transit
trimmed_columpios_cam4-2024-10-23_13_45_37_00-00-04_to_00-00-08_996.mp4,columpios_cam4-2024-10-23 13:45:37.mp4,columpios_cam4,4.417,8.417,Transit
trimmed_columpioscam2-2024-12-09_19-21-00_00-00-09_to_00-00-13_997.mp4,columpioscam2-2024-12-09_19-21-00.mp4,columpioscam2,8.917,12.917,Play_Object_Normal
trimmed_columpioscam2-2024-12-09_19-21-00_00-00-09_to_00-00-13_997.mp4,columpioscam2-2024-12-09_19-21-00.mp4,columpioscam2,8.917,12.917,Play_Object_Normal
trimmed_columpioscam1-2024-11-17_19_43_50_00-00-07_to_00-00-11_998.mp4,columpioscam1-2024-11-17 19:43:50.mp4,columpioscam1,7.25,11.25,Transit
trimmed_columpioscam1-2024-11-17_17_55_19_00-00-08_to_00-00-12_999.mp4,columpioscam1-2024-11-17 17:55:19.mp4,columpioscam1,8.083,12.083,Social_People
trimmed_columpioscam1-2024-11-17_17_55_19_00-00-08_to_00-00-12_999.mp4,columpioscam1-2024-11-17 17:55:19.mp4,columpioscam1,8.083,12.083,Social_People
trimmed_columpioscam2-2024-12-15_18-08-00_00-00-08_to_00-00-12_1001.mp4,columpioscam2-2024-12-15_18-08-00.mp4,columpioscam2,7.917,11.917,Adult_Assisting
trimmed_columpioscam3-2024-11-16_13_09_19_00-00-09_to_00-00-13_1002.mp4,columpioscam3-2024-11-16 13:09:19.mp4,columpioscam3,9.333,13.333,Transit
trimmed_columpioscam3-2024-11-22_21_35_34_00-00-04_to_00-00-08_1003.mp4,columpioscam3-2024-11-22 21:35:34.mp4,columpioscam3,4.333,8.333,Transit
trimmed_columpioscam3-2024-09-25_19_55_55_00-00-05_to_00-00-09_1004.mp4,columpioscam3-2024-09-25 19:55:55.mp4,columpioscam3,5.167,9.167,Transit
trimmed_columpioscam2-2024-12-17_09-06-00_00-00-04_to_00-00-08_1006.mp4,columpioscam2-2024-12-17_09-06-00.mp4,columpioscam2,3.917,7.917,Transit
trimmed_columpioscam1-2024-09-25_22_29_08_00-00-04_to_00-00-08_1007.mp4,columpioscam1-2024-09-25 22:29:08.mp4,columpioscam1,4.083,8.083,Social_People
trimmed_columpioscam2-2024-11-16_22_07_09_00-00-04_to_00-00-08_1008.mp4,columpioscam2-2024-11-16 22:07:09.mp4,columpioscam2,3.917,7.917,Transit
trimmed_columpioscam3-2024-11-13_19_18_46_00-00-04_to_00-00-08_1009.mp4,columpioscam3-2024-11-13 19:18:46.mp4,columpioscam3,3.917,7.917,Social_People
trimmed_columpioscam1-2024-11-17_17_06_21_00-00-06_to_00-00-10_1010.mp4,columpioscam1-2024-11-17 17:06:21.mp4,columpioscam1,6.333,10.333,Social_People
trimmed_columpioscam3-2024-12-09_19-49-00_00-00-04_to_00-00-08_1013.mp4,columpioscam3-2024-12-09_19-49-00.mp4,columpioscam3,4.5,8.5,Transit
trimmed_columpioscam3-2024-12-09_19-49-00_00-00-04_to_00-00-08_1013.mp4,columpioscam3-2024-12-09_19-49-00.mp4,columpioscam3,4.5,8.5,Transit
trimmed_columpioscam2-2024-12-13_18-34-00_00-00-05_to_00-00-09_1014.mp4,columpioscam2-2024-12-13_18-34-00.mp4,columpioscam2,5.333,9.333,Adult_Assisting
trimmed_columpioscam1-2024-11-21_20_46_18_00-00-09_to_00-00-13_1015.mp4,columpioscam1-2024-11-21 20:46:18.mp4,columpioscam1,8.75,12.75,Social_People
trimmed_columpioscam1-2024-11-21_20_46_18_00-00-09_to_00-00-13_1015.mp4,columpioscam1-2024-11-21 20:46:18.mp4,columpioscam1,8.75,12.75,Social_People
trimmed_columpioscam1-2024-11-21_20_46_18_00-00-05_to_00-00-09_1016.mp4,columpioscam1-2024-11-21 20:46:18.mp4,columpioscam1,4.75,8.75,Social_People
trimmed_columpioscam1-2024-11-21_20_46_18_00-00-05_to_00-00-09_1016.mp4,columpioscam1-2024-11-21 20:46:18.mp4,columpioscam1,4.75,8.75,Social_People
trimmed_columpios_cam4-2024-12-14_19-14-00_00-00-08_to_00-00-12_1017.mp4,columpios_cam4-2024-12-14_19-14-00.mp4,columpios_cam4,7.75,11.75,Transit
trimmed_columpioscam3-2024-09-25_21_14_25_00-00-05_to_00-00-09_1019.mp4,columpioscam3-2024-09-25 21:14:25.mp4,columpioscam3,5.417,9.417,Social_People
trimmed_columpioscam3-2024-09-25_21_14_25_00-00-05_to_00-00-09_1019.mp4,columpioscam3-2024-09-25 21:14:25.mp4,columpioscam3,5.417,9.417,Social_People
trimmed_columpios_cam4-2024-11-17_21_07_51_00-00-07_to_00-00-11_1020.mp4,columpios_cam4-2024-11-17 21:07:51.mp4,columpios_cam4,7.167,11.167,Play_Object_Normal
trimmed_columpioscam2-2024-11-16_19_54_02_00-00-08_to_00-00-12_1021.mp4,columpioscam2-2024-11-16 19:54:02.mp4,columpioscam2,7.75,11.75,Social_People
trimmed_columpioscam1-2024-11-17_18_48_23_00-00-05_to_00-00-09_1022.mp4,columpioscam1-2024-11-17 18:48:23.mp4,columpioscam1,4.917,8.917,Social_People
trimmed_columpios_tierra-2024-10-03_18_14_14_00-00-04_to_00-00-08_1025.mp4,columpios_tierra-2024-10-03 18:14:14.mp4,nan,3.917,7.917,Transit
trimmed_columpioscam3-2024-12-17_07-11-00_00-00-05_to_00-00-09_1026.mp4,columpioscam3-2024-12-17_07-11-00.mp4,columpioscam3,5.0,9.0,Transit
trimmed_columpioscam3-2024-12-17_07-11-00_00-00-05_to_00-00-09_1026.mp4,columpioscam3-2024-12-17_07-11-00.mp4,columpioscam3,5.0,9.0,Transit
trimmed_columpioscam2-2024-10-22_22_26_03_00-00-04_to_00-00-08_1027.mp4,columpioscam2-2024-10-22 22:26:03.mp4,columpioscam2,3.917,7.917,Social_People
trimmed_columpioscam1-2024-11-11_18_57_27_00-00-08_to_00-00-12_1028.mp4,columpioscam1-2024-11-11 18:57:27.mp4,columpioscam1,7.917,11.917,Social_People
trimmed_columpios_cam4-2024-12-16_15-51-00_00-00-04_to_00-00-08_1029.mp4,columpios_cam4-2024-12-16_15-51-00.mp4,columpios_cam4,3.917,7.917,Transit
trimmed_columpioscam3-2024-12-15_14-41-00_00-00-04_to_00-00-08_1030.mp4,columpioscam3-2024-12-15_14-41-00.mp4,columpioscam3,4.0,8.0,Transit
trimmed_columpioscam3-2024-12-15_14-41-00_00-00-04_to_00-00-08_1030.mp4,columpioscam3-2024-12-15_14-41-00.mp4,columpioscam3,4.0,8.0,Transit
trimmed_columpios_tierra-2024-09-28_10_58_10_00-00-04_to_00-00-08_1031.mp4,columpios_tierra-2024-09-28 10:58:10.mp4,nan,3.917,7.917,Transit
trimmed_columpioscam2-2024-11-16_20_09_03_00-00-04_to_00-00-08_1033.mp4,columpioscam2-2024-11-16 20:09:03.mp4,columpioscam2,4.0,8.0,Play_Object_Normal
trimmed_columpios_tierra-2024-09-28_20_00_28_00-00-04_to_00-00-08_1035.mp4,columpios_tierra-2024-09-28 20:00:28.mp4,nan,4.333,8.333,Social_People
trimmed_columpios_tierra-2024-09-26_16_10_19_00-00-06_to_00-00-10_1036.mp4,columpios_tierra-2024-09-26 16:10:19.mp4,nan,6.25,10.25,Transit
trimmed_columpioscam1-2024-11-17_18_03_15_00-00-08_to_00-00-12_1037.mp4,columpioscam1-2024-11-17 18:03:15.mp4,columpioscam1,8.083,12.083,Social_People
trimmed_columpioscam1-2024-11-17_18_03_15_00-00-08_to_00-00-12_1037.mp4,columpioscam1-2024-11-17 18:03:15.mp4,columpioscam1,8.083,12.083,Social_People
trimmed_columpioscam3-2024-11-16_17_10_37_00-00-07_to_00-00-11_1039.mp4,columpioscam3-2024-11-16 17:10:37.mp4,columpioscam3,6.833,10.833,Transit
trimmed_columpioscam3-2024-11-13_14_03_32_00-00-08_to_00-00-12_1041.mp4,columpioscam3-2024-11-13 14:03:32.mp4,columpioscam3,8.417,12.417,Transit
trimmed_columpioscam3-2024-11-13_14_03_32_00-00-08_to_00-00-12_1041.mp4,columpioscam3-2024-11-13 14:03:32.mp4,columpioscam3,8.417,12.417,Transit
trimmed_columpioscam3-2024-11-13_14_03_32_00-00-04_to_00-00-08_1042.mp4,columpioscam3-2024-11-13 14:03:32.mp4,columpioscam3,4.5,8.5,Transit
trimmed_columpioscam3-2024-11-13_14_03_32_00-00-04_to_00-00-08_1042.mp4,columpioscam3-2024-11-13 14:03:32.mp4,columpioscam3,4.5,8.5,Transit
trimmed_columpioscam2-2024-11-17_20_59_48_00-00-05_to_00-00-09_1043.mp4,columpioscam2-2024-11-17 20:59:48.mp4,columpioscam2,5.083,9.083,Play_Object_Normal
trimmed_columpioscam3-2024-11-14_19_07_28_00-00-08_to_00-00-12_1045.mp4,columpioscam3-2024-11-14 19:07:28.mp4,columpioscam3,7.583,11.583,Transit
trimmed_columpioscam2-2024-11-17_21_03_32_00-00-06_to_00-00-10_1046.mp4,columpioscam2-2024-11-17 21:03:32.mp4,columpioscam2,6.167,10.167,Transit
trimmed_columpioscam3-2024-10-03_19_04_13_00-00-09_to_00-00-13_1048.mp4,columpioscam3-2024-10-03 19:04:13.mp4,columpioscam3,8.833,12.833,Transit
trimmed_columpioscam2-2024-10-22_19_23_44_00-00-11_to_00-00-15_1051.mp4,columpioscam2-2024-10-22 19:23:44.mp4,columpioscam2,10.75,14.75,Play_Object_Normal
trimmed_columpioscam2-2024-11-17_18_42_00_00-00-06_to_00-00-10_1052.mp4,columpioscam2-2024-11-17 18:42:00.mp4,columpioscam2,6.083,10.083,Adult_Assisting
trimmed_columpioscam2-2024-11-17_18_42_00_00-00-06_to_00-00-10_1052.mp4,columpioscam2-2024-11-17 18:42:00.mp4,columpioscam2,6.083,10.083,Adult_Assisting
trimmed_columpioscam3-2024-11-17_23_11_20_00-00-04_to_00-00-08_1053.mp4,columpioscam3-2024-11-17 23:11:20.mp4,columpioscam3,3.917,7.917,Social_People
trimmed_columpioscam3-2024-09-25_21_26_59_00-00-12_to_00-00-16_1054.mp4,columpioscam3-2024-09-25 21:26:59.mp4,columpioscam3,12.333,16.333,Social_People
trimmed_columpioscam3-2024-09-25_21_26_59_00-00-12_to_00-00-16_1054.mp4,columpioscam3-2024-09-25 21:26:59.mp4,columpioscam3,12.333,16.333,Social_People
trimmed_columpioscam1-2024-11-16_18_24_11_00-00-04_to_00-00-08_1056.mp4,columpioscam1-2024-11-16 18:24:11.mp4,columpioscam1,3.917,7.917,Play_Object_Normal
trimmed_columpioscam1-2024-11-16_18_24_11_00-00-04_to_00-00-08_1056.mp4,columpioscam1-2024-11-16 18:24:11.mp4,columpioscam1,3.917,7.917,Play_Object_Normal
trimmed_columpioscam1-2024-10-22_19_23_24_00-00-04_to_00-00-08_1058.mp4,columpioscam1-2024-10-22 19:23:24.mp4,columpioscam1,4.0,8.0,Play_Object_Normal
trimmed_hundidocam1-2024-10-03_19_03_29_00-00-08_to_00-00-12_1059.mp4,hundidocam1-2024-10-03 19:03:29.mp4,hundidocam1,8.083,12.083,Transit
trimmed_columpioscam1-2024-11-17_19_08_31_00-00-04_to_00-00-08_1060.mp4,columpioscam1-2024-11-17 19:08:31.mp4,columpioscam1,3.917,7.917,Transit
trimmed_columpioscam3-2024-10-23_13_32_00_00-00-09_to_00-00-13_1061.mp4,columpioscam3-2024-10-23 13:32:00.mp4,columpioscam3,8.833,12.833,Transit
trimmed_columpios_tierra-2024-09-26_13_17_09_00-00-04_to_00-00-08_1063.mp4,columpios_tierra-2024-09-26 13:17:09.mp4,nan,3.917,7.917,Transit
trimmed_columpioscam3-2024-12-09_22-43-00_00-00-06_to_00-00-10_1064.mp4,columpioscam3-2024-12-09_22-43-00.mp4,columpioscam3,5.5,9.5,Transit
trimmed_columpioscam2-2024-11-17_19_36_45_00-00-09_to_00-00-13_1065.mp4,columpioscam2-2024-11-17 19:36:45.mp4,columpioscam2,9.0,13.0,Play_Object_Normal
trimmed_columpioscam2-2024-11-17_19_36_45_00-00-09_to_00-00-13_1065.mp4,columpioscam2-2024-11-17 19:36:45.mp4,columpioscam2,9.0,13.0,Play_Object_Normal
trimmed_columpioscam2-2024-11-17_19_36_45_00-00-05_to_00-00-09_1066.mp4,columpioscam2-2024-11-17 19:36:45.mp4,columpioscam2,5.083,9.083,Play_Object_Normal
trimmed_columpioscam2-2024-11-17_19_36_45_00-00-05_to_00-00-09_1066.mp4,columpioscam2-2024-11-17 19:36:45.mp4,columpioscam2,5.083,9.083,Play_Object_Normal
trimmed_columpioscam3-2024-11-13_20_23_56_00-00-10_to_00-00-14_1067.mp4,columpioscam3-2024-11-13 20:23:56.mp4,columpioscam3,9.583,13.583,Social_People
trimmed_columpioscam1-2024-11-21_20_18_50_00-00-04_to_00-00-08_1068.mp4,columpioscam1-2024-11-21 20:18:50.mp4,columpioscam1,3.917,7.917,Play_Object_Normal
trimmed_columpioscam2-2024-12-17_20_27_17_00-00-07_to_00-00-11_1071.mp4,columpioscam2-2024-12-17 20:27:17.mp4,columpioscam2,6.75,10.75,Transit
trimmed_columpioscam2-2024-12-17_20_27_17_00-00-07_to_00-00-11_1071.mp4,columpioscam2-2024-12-17 20:27:17.mp4,columpioscam2,6.75,10.75,Transit
trimmed_columpioscam3-2024-11-17_23_18_27_00-00-10_to_00-00-14_1073.mp4,columpioscam3-2024-11-17 23:18:27.mp4,columpioscam3,10.083,14.083,Transit
